Symbol,Name,Market cap (₹),Market cap,Price,Change %,Valume,Rel Volume,P/E,"EPS dil
TTM","EPS dil growth
TTM YoY","Div yield %
TTM",Analyst Rating
GOKULAGRO,GOKUL AGRO RESOURCES LTD,"38,63,00,00,000",38.63 B,261.85,-2.06%,81.76 K,1.09,16.02,16.34,85.21%,0.00%,—
GUJALKALI,GUJARAT ALKALIES & CHEM,"38,53,00,00,000",38.53 B,524.15,-4.47%,59.16 K,1.67,—,-16.36,-0.43%,2.64%,—
ROLEXRINGS,ROLEX RINGS LTD,"38,38,00,00,000",38.38 B,"1,414.65",-1.12%,11.13 K,0.45,26.94,52.5,-20.04%,0.00%,—
LGBBROSLTD,LG BALAKRISHNAN & BROS,"38,34,00,00,000",38.34 B,"1,201.10",-2.37%,45.31 K,3.95,13.3,90.32,9.95%,1.50%,—
NFL,NATIONAL FERT. LTD,"38,34,00,00,000",38.34 B,78.09,-5.41%,2.01 M,1.31,14.91,5.24,—,0.35%,—
GOCOLORS,GO FASHION INDIA LTD,"38,29,00,00,000",38.29 B,709.5,-2.55%,43.25 K,0.63,44.22,16.05,2.55%,0.00%,Buy
SUNFLAG,SUNFLAG IRON AND STEEL CO,"37,81,00,00,000",37.81 B,210.44,-4.54%,107.78 K,1.74,23.44,8.98,15.32%,0.00%,IMFA
OPTIEMUS,OPTIEMUS INFRACOM LTD,"37,75,00,00,000",37.75 B,441.2,-3.87%,195.81 K,1,58.35,7.56,30.43%,0.00%,—
VAIBHAVGBL,VAIBHAV GLOBAL LTD,"37,60,00,00,000",37.6 B,225.85,-0.79%,779.72 K,1.95,27.05,8.35,7.88%,2.65%,Strong buy
BONDADA,BONDADA ENGINEERING LIMITED,"37,54,00,00,000",37.54 B,347.55,-4.26%,509 K,2.09,57.43,6.05,—,0.01%,—
JISLDVREQS,JAIN DVR EQUITY SHARES,"37,52,00,00,000",37.52 B,27.28,-5.18%,34.94 K,1.09,43.06,0.63,—,0.00%,—
RSYSTEMS,R SYS INTERNATIONAL LTD,"37,46,00,00,000",37.46 B,317.35,-0.89%,129.38 K,0.93,29.02,10.94,-7.65%,3.95%,—
SGMART,SG MART LIMITED,"37,31,00,00,000",37.31 B,332.35,-3.90%,114.59 K,0.46,37.18,8.94,146.31%,0.00%,—
SEQUENT,SEQUENT SCIENTIFIC LTD.,"37,29,00,00,000",37.29 B,148.61,-1.66%,550.23 K,1.22,226.02,0.66,—,0.00%,SPARC
SUBROS,SUBROS LTD,"37,24,00,00,000",37.24 B,570.75,-4.04%,51.41 K,0.74,27.63,20.66,57.69%,0.32%,—
BOROLTD,BOROSIL LTD,"36,81,00,00,000",36.81 B,308.75,-0.79%,419.39 K,1.43,53.63,5.76,-27.45%,0.00%,—
PATELENG,PATEL ENGINEERING LTD.,"36,69,00,00,000",36.69 B,43.44,2.72%,4.04 M,1.22,11.04,3.94,39.96%,0.00%,Buy
SPARC,SUN PHARMA ADV.RES.CO.LTD,"36,56,00,00,000",36.56 B,112.39,-7.70%,3.95 M,3.28,—,-11.97,-6.69%,0.00%,RPGLIFE
THYROCARE,THYROCARE TECH LTD,"36,48,00,00,000",36.48 B,687.55,-5.19%,52.38 K,2.27,41.9,16.41,33.81%,2.61%,Buy
EIEL,ENVIRO INFRA ENGINEERS L,"36,30,00,00,000",36.3 B,206.85,2.48%,5.51 M,1.39,—,—,—,0.00%,—
DBCORP,D.B.CORP LTD,"36,26,00,00,000",36.26 B,202.85,-7.52%,1.3 M,2.95,8.2,24.75,28.23%,3.93%,Buy
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,"36,25,00,00,000",36.25 B,"1,323.90",-2.49%,101.31 K,1.16,23.58,56.15,-18.07%,0.41%,—
KDDL,KDDL LTD,"36,16,00,00,000",36.16 B,"2,953.50",6.89%,17.28 K,0.48,36.82,80.22,8.61%,2.11%,—
FIEMIND,FIEM INDUSTRIES LTD,"36,11,00,00,000",36.11 B,"1,372.95",-2.96%,60.44 K,1.44,18.79,73.06,22.09%,1.46%,—
E2E,E2E NETWORKS LTD,"35,95,00,00,000",35.95 B,"1,810.90",-4.34%,255.65 K,2.45,79.51,22.78,60.17%,0.00%,—
HARSHA,HARSHA ENGINEERS INT LTD,"35,95,00,00,000",35.95 B,395.25,-0.24%,56.98 K,1.22,28.01,14.11,19.77%,0.25%,—
WPIL,WPIL LTD.,"35,88,00,00,000",35.88 B,367.35,-4.06%,101.52 K,0.59,17.78,20.66,—,1.09%,—
BHAGCHEM,BHAGIRADHA CHEM & INDS L,"35,78,00,00,000",35.78 B,289.35,-2.10%,75.04 K,0.77,157.93,1.83,-4.59%,0.03%,—
TCPLPACK,TCPL PACKAGING LTD,"35,51,00,00,000",35.51 B,"3,908.70",-4.28%,18.79 K,0.5,26.53,147.36,38.75%,0.56%,Strong buy
EPACK,EPACK DURABLE LTD,"35,47,00,00,000",35.47 B,369.55,-0.14%,582.11 K,1.02,78.21,4.72,—,0.00%,—
HEMIPROP,HEMISPHERE PROP IND LTD,"35,27,00,00,000",35.27 B,123.94,-2.46%,627.03 K,1.15,—,-0.38,-70.62%,0.00%,—
PARAS,PARAS DEF AND SPCE TECH L,"35,22,00,00,000",35.22 B,874.7,-2.00%,192.54 K,1.18,64.04,13.66,62.15%,0.00%,Strong buy
KINGFA,KINGFA SCI & TEC IND LTD.,"35,21,00,00,000",35.21 B,"2,895.70",1.67%,5.88 K,0.83,24.27,119.33,15.07%,0.34%,—
TARC,TARC LTD,"35,20,00,00,000",35.2 B,119.15,-2.51%,481.77 K,0.86,—,-6.05,-651.29%,0.00%,
DHANI,DHANI SERVICES LTD,"34,93,00,00,000",34.93 B,57.86,-0.75%,4.19 M,1.17,—,-2.49,69.48%,0.00%,—
FEDFINA,FEDBANK FINANCIAL SER L,"34,89,00,00,000",34.89 B,93.55,-0.44%,299.83 K,1.24,15.79,5.92,-9.70%,0.00%,
PQIF,POLO QUEEN INDUSTRIAL AND FINT,"34,83,00,00,000",34.83 B,103.75,-4.99%,3.32 K,0.03,"1,021.16",0.1,101.19%,0.00%,DPABHUSHAN
YATHARTH,YATHARTH HOSP & TRA C S L,"34,66,00,00,000",34.66 B,358.85,-4.60%,534.61 K,1.33,24.29,14.78,—,0.00%,Buy
GOPAL,GOPAL SNACKS LTD,"34,60,00,00,000",34.6 B,278.25,-2.04%,149.5 K,1.12,40.97,6.79,—,0.45%,Strong buy
APOLLO,APOLLO MICRO SYSTEMS LTD,"34,56,00,00,000",34.56 B,112.68,-2.25%,5.26 M,0.76,59.08,1.91,91.18%,0.04%,—
RPGLIFE,RPG LIFE SCIENCES LTD,"34,54,00,00,000",34.54 B,"2,090.20",-5.75%,17 K,1.25,43.69,47.84,-6.65%,0.77%,GUFICBIO
POKARNA,POKARNA LTD,"34,24,00,00,000",34.24 B,"1,104.25",0.71%,51.58 K,1.03,23.75,46.5,74.65%,0.05%,—
LUMAXTECH,LUMAX AUTO TECH LTD,"34,14,00,00,000",34.14 B,500.15,-4.19%,166.98 K,1.63,20.84,24,56.37%,1.10%,—
GREENPLY,GREENPLY INDUSTRIES LTD,"34,07,00,00,000",34.07 B,272.6,-1.23%,105.91 K,0.91,32.8,8.31,96.21%,0.18%,—
POLYPLEX,POLYPLEX CORPORATION LTD,"34,01,00,00,000",34.01 B,"1,084.65",-4.24%,122.54 K,1.2,16.41,66.11,460.56%,0.46%,—
EMSLIMITED,EMS LTD,"33,93,00,00,000",33.93 B,610.6,-0.75%,322.19 K,0.77,18.04,33.86,16.26%,0.33%,—
DATAMATICS,DATAMATICS GLOBAL SER LTD,"33,70,00,00,000",33.7 B,572.3,-0.64%,124.13 K,1.47,15.88,36.03,3.42%,0.88%,—
JASH,JASH ENGINEERING LTD,"33,64,00,00,000",33.64 B,537.65,-3.34%,185.74 K,0.69,37.07,14.5,44.83%,0.27%,—
IMAGICAA,IMAGICAAWORLD ENT LTD,"33,59,00,00,000",33.59 B,61.83,0.62%,1.08 M,1.05,48.75,1.27,-82.49%,0.00%,Strong buy
HERITGFOOD,HERITAGE FOODS LTD,"33,55,00,00,000",33.55 B,361.5,-4.52%,408.74 K,1.69,17.6,20.54,126.95%,0.69%,Strong buy
IMFA,INDIAN METALS & FERRO,"33,52,00,00,000",33.52 B,621.3,-0.38%,92.16 K,1.08,8.03,77.41,12.20%,3.62%,KIRLOSIND
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,"33,50,00,00,000",33.5 B,"3,227.85",-0.53%,2.67 K,0.81,20.58,156.87,-34.42%,0.40%,GREENPANEL
CARERATING,CARE RATINGS LTD,"33,48,00,00,000",33.48 B,"1,121.80",-2.80%,22.8 K,0.8,28.37,39.54,22.68%,1.61%,Buy
PAISALO,PAISALO DIGITAL LTD,"33,32,00,00,000",33.32 B,37.11,-0.32%,4.94 M,2.96,14.68,2.53,39.27%,0.27%,
GANECOS,GANESHA ECOSPHERE LTD,"33,28,00,00,000",33.28 B,"1,312.40",-2.19%,110.81 K,1.06,31.99,41.02,160.15%,0.34%,Strong buy
ROSSARI,ROSSARI BIOTECH LTD,"33,12,00,00,000",33.12 B,595,-3.92%,82.32 K,2.22,24.2,24.59,8.41%,0.08%,Buy
GUFICBIO,GUFIC BIOSCIENCES LTD.,"33,04,00,00,000",33.04 B,330.55,-1.46%,59.98 K,1.02,39.37,8.4,-2.48%,0.03%,AARTIDRUGS
NPST,NETWORK PEOPLE SRV TECH L,"33,03,00,00,000",33.03 B,"1,703.65",-3.92%,22.25 K,0.36,67.55,25.22,138.12%,0.00%,—
PITTIENG,PITTI ENGINEERING LTD,"33,01,00,00,000",33.01 B,891.05,-1.16%,242.24 K,2.49,23.85,37.36,60.36%,0.17%,—
GREENPANEL,GREENPANEL INDUSTRIES LTD,"32,96,00,00,000",32.96 B,268.95,-5.86%,192 K,1.88,45.47,5.91,-60.11%,0.11%,Neutral
ASHAPURMIN,ASHAPURA MINECHEM LTD,"32,93,00,00,000",32.93 B,343.65,-4.99%,244.81 K,0.68,11.71,29.35,6.41%,0.00%,KSL
DCBBANK,DCB BANK LTD,"32,78,00,00,000",32.78 B,104.25,-2.44%,4.29 M,3.72,5.55,18.8,13.32%,1.20%,
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,"32,78,00,00,000",32.78 B,358.35,-6.41%,408.46 K,2.48,21.73,16.49,34.20%,1.26%,Strong buy
TEAMLEASE,TEAMLEASE SERVICES LTD.,"32,64,00,00,000",32.64 B,"1,949.00",2.84%,323.31 K,3.02,32.26,60.42,-6.04%,0.00%,Buy
INDIAGLYCO,INDIA GLYCOLS LTD,"32,55,00,00,000",32.55 B,"1,050.70",-3.82%,106.88 K,0.64,15.56,67.54,22.22%,0.76%,Strong buy
UFLEX,UFLEX LTD,"32,51,00,00,000",32.51 B,450.85,-2.17%,85.22 K,0.67,—,-41.15,29.12%,0.22%,—
SHANTIGEAR,SHANTHI GEARS LTD,"32,43,00,00,000",32.43 B,424.15,1.65%,25.95 K,1.1,32.78,12.94,30.52%,1.18%,—
KITEX,KITEX GARMENTS LTD,"32,22,00,00,000",32.22 B,161.12,-5.01%,315.32 K,0.68,25.55,6.31,218.05%,0.31%,—
INDOSTAR,INDOSTAR CAPITAL FIN LTD,"32,21,00,00,000",32.21 B,235.5,-1.13%,549.28 K,8.49,27,8.72,-24.16%,0.00%,
ARTEMISMED,ARTEMIS MED SERVICE LTD,"32,12,00,00,000",32.12 B,231.65,-7.69%,221.39 K,2.31,47.66,4.86,46.82%,0.19%,Strong buy
AARTIDRUGS,AARTI DRUGS LTD.,"32,07,00,00,000",32.07 B,351.35,-5.03%,170.18 K,1.02,21.09,16.66,-14.59%,0.28%,Buy
KSL,KALYANI STEELS LTD,"32,01,00,00,000",32.01 B,730.1,-1.34%,153.53 K,2.21,13.28,54.96,-5.77%,1.36%,JTLIND
MCLOUD,MAGELLANIC CLOUD LTD,"31,97,00,00,000",31.97 B,54.39,-8.20%,2.91 M,3.97,14.64,3.72,164.61%,0.05%,—
CYIENTDLM,CYIENT DLM LTD,"31,92,00,00,000",31.92 B,402.85,-1.36%,300.35 K,0.79,53.59,7.52,—,0.00%,Buy
MEDIASSIST,MEDI ASSIST HEALTH SER L,"31,87,00,00,000",31.87 B,451.7,-2.27%,280.3 K,1.43,33.94,13.31,—,0.89%,
SWARAJENG,SWARAJ ENGINES LTD,"31,85,00,00,000",31.85 B,"2,615.25",-2.95%,6.54 K,0.54,20.4,128.19,13.14%,3.62%,—
RBA,RESTAURANT BRAND ASIA LTD,"31,83,00,00,000",31.83 B,63.78,-3.50%,2.85 M,1.8,—,-4.93,-18.32%,0.00%,Buy
63MOONS,63 MOONS TECHNOLOGIES LTD,"31,80,00,00,000",31.8 B,691.2,-5.00%,108.86 K,0.55,—,-7.84,-118.95%,0.29%,—
DPABHUSHAN,D. P. ABHUSHAN LTD,"31,72,00,00,000",31.72 B,"1,402.70",-3.09%,27.99 K,2.21,30.32,46.26,105.29%,0.07%,MSTCLTD
SAMHI,SAMHI HOTELS LTD,"31,56,00,00,000",31.56 B,143.72,-2.56%,955.64 K,0.85,46.23,3.11,—,0.00%,Strong buy
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,"31,54,00,00,000",31.54 B,286.7,4.43%,618.54 K,1.91,43.06,6.66,-66.84%,0.35%,—
DCAL,DISHMAN CARBO AMCIS LTD,"31,25,00,00,000",31.25 B,199.2,-3.56%,300.41 K,0.7,—,-7,28.84%,0.00%,SGLTL
PARKHOTELS,PARKHOTELS,"31,07,00,00,000",31.07 B,145.88,-4.47%,471.3 K,1.42,41.24,3.54,—,0.00%,Strong buy
ARVSMART,ARVIND SMARTSPACES LTD,"30,93,00,00,000",30.93 B,677.4,-3.42%,63.28 K,0.82,29.55,22.92,195.48%,0.37%,
JTLIND,JTL INDUSTRIES LTD,"30,90,00,00,000",30.9 B,80.94,-5.13%,2.12 M,1.35,29.7,2.73,-14.44%,0.15%,Strong buy
TECHNVISN,TECHNVISION VENTURES LIMITED,"30,87,00,00,000",30.87 B,"4,919.55",-4.47%,392,0.31,314.75,15.63,27.89%,0.00%,—
TANFACIND,TANFAC INDUSTRIES LTD.,"30,86,00,00,000",30.86 B,"3,094.00",-5.31%,11.9 K,1.12,39.53,78.28,25.49%,0.23%,—
JAYNECOIND,JAYASWAL NECO INDUSTR LTD,"30,63,00,00,000",30.63 B,31.55,-5.51%,167.42 K,1.38,234.4,0.13,-93.87%,0.00%,—
ALLCARGO,ALLCARGO LOGISTICS LTD,"30,60,00,00,000",30.6 B,31.08,-4.52%,2.17 M,0.49,71.84,0.43,-80.40%,6.74%,Buy
NAVNETEDUL,NAVNEET EDUCATION LTD,"30,58,00,00,000",30.58 B,138.75,-0.64%,154.59 K,1.08,4.13,33.56,321.37%,2.97%,—
MSTCLTD,MSTC LTD,"30,56,00,00,000",30.56 B,433.7,-4.02%,369.73 K,1.15,7.31,59.32,79.32%,9.44%,KALAMANDIR
ORISSAMINE,ORISSA MIN DEV CO LTD,"30,43,00,00,000",30.43 B,"5,078.35",-2.35%,10.6 K,1.98,647.27,7.85,—,0.00%,STYLAMIND
ASHIANA,ASHIANA HOUSING LTD,"30,32,00,00,000",30.32 B,300.35,-9.45%,302.17 K,2.27,197.73,1.52,-79.78%,0.50%,—
AXISCADES,AXISCADES TECH LTD,"29,96,00,00,000",29.96 B,712.95,1.06%,98.16 K,1.18,59.31,12.02,26.26%,0.00%,Strong buy
GATEWAY,GATEWAY DISTRIPARKS LTD,"29,90,00,00,000",29.9 B,59.88,-3.76%,2.85 M,2.71,4.83,12.39,131.19%,3.34%,Strong buy
RAMKY,RAMKY INFRA LTD,"29,51,00,00,000",29.51 B,426.9,-6.82%,108.25 K,2.13,11.38,37.5,-80.45%,0.00%,—
VSTTILLERS,VST TILLERS TRACTORS LTD,"29,25,00,00,000",29.25 B,"3,399.10",0.11%,6.73 K,0.99,28.48,119.37,-18.45%,0.59%,—
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,"29,25,00,00,000",29.25 B,153.07,-2.99%,967.43 K,2.48,118.11,1.3,126.81%,0.00%,—
KIRIINDUS,KIRI INDUSTRIES LTD,"29,23,00,00,000",29.23 B,526.05,-2.97%,326.51 K,0.8,9.53,55.17,252.53%,0.00%,—
QPOWER,QUALITY POWER ELEC EQUP L,"29,17,00,00,000",29.17 B,377.6,-3.20%,1.03 M,—,—,—,—,0.00%,—
ADVENZYMES,ADVANCED ENZYME TECH LTD,"29,08,00,00,000",29.08 B,259.85,-5.58%,1.48 M,4.75,21.87,11.88,-3.11%,1.96%,Neutral
JTEKTINDIA,JTEKT INDIA LTD,"29,05,00,00,000",29.05 B,114.67,-6.06%,159.44 K,2.52,34.34,3.34,-12.11%,0.52%,Strong buy
NOCIL,NOCIL LTD,"28,97,00,00,000",28.97 B,173.01,-4.88%,447.24 K,1.22,23.43,7.38,2.99%,1.73%,Neutral
SPECTRUM,SPECTRUM ELECTRIC IND LTD,"28,80,00,00,000",28.8 B,"1,904.85",-4.29%,12.25 K,1.47,137.22,13.88,63.99%,0.00%,—
AJMERA,AJMERA REALTY & INF I LTD,"28,72,00,00,000",28.72 B,732.1,-4.29%,70.79 K,1.46,20.65,35.45,43.87%,0.53%,—
KKCL,KEWAL KIRAN CLOTHING LTD,"28,69,00,00,000",28.69 B,465.75,-4.39%,94.41 K,1.79,18.48,25.2,4.87%,0.86%,Strong buy
PFOCUS,PRIME FOCUS LTD,"28,65,00,00,000",28.65 B,95.16,-6.99%,33.86 K,0.65,—,-6.89,-14.56%,0.00%,TAJGVK
JAMNAAUTO,JAMNA AUTO IND LTD,"28,42,00,00,000",28.42 B,71.19,-5.35%,5.55 M,3.13,15.4,4.62,-8.90%,3.23%,—
JINDALPOLY,JINDAL POLY FILMS LTD,"28,31,00,00,000",28.31 B,646.8,-2.44%,29.71 K,0.49,10.49,61.65,—,0.85%,—
BBL,BHARAT BIJLEE LTD,"28,27,00,00,000",28.27 B,"2,494.80",-4.38%,195.98 K,3.5,21.38,116.67,20.14%,1.40%,—
TAJGVK,TAJ GVK HOTELS & RESORTS,"28,17,00,00,000",28.17 B,448.25,-3.97%,588.51 K,0.59,24.74,18.12,41.08%,0.33%,DELTACORP
SSWL,STEEL STRIPS WHEELS LTD.,"27,74,00,00,000",27.74 B,177.04,0.77%,324.89 K,2.29,4.28,41.37,214.39%,0.57%,—
DEEPINDS,DEEP INDUSTRIES LTD,"27,74,00,00,000",27.74 B,433.7,-6.06%,245.53 K,1.27,17.89,24.25,25.29%,0.56%,—
NORTHARC,NORTHERN ARC CAPITAL LTD,"27,72,00,00,000",27.72 B,171.63,-2.00%,411.4 K,1.04,—,—,—,0.00%,—
SIYSIL,SIYARAM SILK MILLS LTD,"27,24,00,00,000",27.24 B,599.4,-2.52%,51.52 K,0.82,14.01,42.78,-1.95%,1.83%,—
AVANTEL,AVANTEL LTD,"27,09,00,00,000",27.09 B,110.8,-3.10%,766.02 K,0.51,43.4,2.55,23.97%,0.18%,—
CAMLINFINE,CAMLIN FINE SCIENCES LTD,"26,86,00,00,000",26.86 B,142.81,-3.10%,1.2 M,0.4,—,-12.57,-3535.44%,0.00%,Buy
SJS,SJS ENTERPRISES LTD,"26,76,00,00,000",26.76 B,852.9,-0.14%,65.09 K,0.74,24.37,35,49.20%,0.23%,—
STYLAMIND,STYLAM INDUSTRIES LTD,"26,73,00,00,000",26.73 B,"1,576.40",-1.52%,21.34 K,0.67,20.58,76.62,10.36%,0.16%,Strong buy
HUBTOWN,HUBTOWN LTD,"26,55,00,00,000",26.55 B,204.8,-4.99%,216.73 K,1.4,—,-7.54,-758.38%,0.00%,—
MTNL,MAHANAGAR TELEPHONE NIGAM,"26,50,00,00,000",26.5 B,42.03,-3.60%,3.04 M,0.68,—,-52.12,-1.58%,0.00%,0
GENESYS,GENESYS INTL CORPN LTD,"26,38,00,00,000",26.38 B,663.35,-5.81%,502.44 K,1.05,50.95,13.02,425.83%,0.00%,
VENUSPIPES,VENUS PIPES & TUBES LTD,"26,37,00,00,000",26.37 B,"1,291.70",-4.35%,80.22 K,0.87,27.93,46.25,26.23%,0.08%,Strong buy
UTKARSHBNK,UTKARSH SMALL FIN BANK L,"26,28,00,00,000",26.28 B,23.83,-5.51%,3.06 M,1.16,14.65,1.63,-62.19%,2.10%,
FCL,FINEOTEX CHEMICAL LTD,"26,18,00,00,000",26.18 B,228.45,-6.33%,1.58 M,3.06,21.84,10.46,0.30%,0.35%,Buy
BOMDYEING,BOMBAY DYEING & MFG. CO L,"26,17,00,00,000",26.17 B,126.9,-4.18%,1.18 M,1.2,4.81,26.39,-79.32%,0.95%,—
TCIEXP,TCI EXPRESS LTD,"26,11,00,00,000",26.11 B,678.85,6.24%,44.28 K,1.8,26.66,25.46,-29.36%,1.18%,Buy
VISHNU,VISHNU CHEMICALS LTD,"26,09,00,00,000",26.09 B,397.7,-3.22%,173.32 K,0.92,22.58,17.62,-0.45%,0.08%,Strong buy
SOTL,SAVITA OIL TECHNOLO. LTD,"26,06,00,00,000",26.06 B,380.5,-2.27%,46.63 K,0.55,23.02,16.53,-44.66%,1.05%,—
SGLTL,STANDARD GLASS LIN TECH L,"25,99,00,00,000",25.99 B,130.1,-0.86%,638.08 K,0.59,—,—,—,0.00%,MOREPENLAB
DCXINDIA,DCX SYSTEMS LTD,"25,98,00,00,000",25.98 B,232.2,-5.19%,672.04 K,1.2,50.59,4.59,-47.12%,0.00%,—
RPSGVENT,RPSG VENTURES LTD,"25,95,00,00,000",25.95 B,781.6,-6.01%,70.19 K,2.1,—,-43.46,-95.21%,0.00%,—
WSTCSTPAPR,WEST COAST PAPER MILLS LTD,"25,95,00,00,000",25.95 B,392.85,-3.46%,793.58 K,3.77,6.71,58.59,-54.50%,2.04%,—
DIAMONDYD,PRATAAP SNACKS LTD,"25,82,00,00,000",25.82 B,"1,079.45",-2.44%,101.02 K,1.51,—,-4.19,-115.87%,0.18%,Neutral
MONARCH,MONARCH NETWORTH CAP LTD,"25,81,00,00,000",25.81 B,330.05,-5.21%,112.46 K,0.74,15.3,21.57,50.41%,0.15%,—
ARKADE,ARKADE DEVELOPERS LTD,"25,77,00,00,000",25.77 B,138.77,-1.71%,520.91 K,0.75,—,—,—,0.00%,—
ADFFOODS,ADF FOODS LTD,"25,71,00,00,000",25.71 B,235.25,0.64%,148.06 K,0.87,—,—,—,0.77%,Neutral
VADILALIND,VADILAL INDUSTRIES LTD,"25,66,00,00,000",25.66 B,"3,586.30",-2.08%,8.72 K,1.32,16.53,216.99,6.04%,0.04%,—
CAPACITE,CAPACITE INFRAPROJECT LTD,"25,54,00,00,000",25.54 B,301.8,-1.73%,873.53 K,0.73,12.62,23.92,88.56%,0.00%,Strong buy
BALMLAWRIE,BALMER LAWRIE & CO LTD,"25,51,00,00,000",25.51 B,149.09,-5.59%,1.96 M,3.1,9.64,15.47,13.85%,5.70%,—
PRAKASH,PRAKASH INDUSTRIES LTD,"25,46,00,00,000",25.46 B,142.23,-3.57%,482.92 K,0.63,7.21,19.73,11.35%,0.84%,MAITHANALL
MOREPENLAB,MOREPEN LAB. LTD,"25,43,00,00,000",25.43 B,46.35,-3.56%,4.42 M,1.37,19.33,2.4,61.02%,0.00%,SENORES
MAITHANALL,MAITHAN ALLOYS LTD,"25,34,00,00,000",25.34 B,869.1,-2.29%,46.81 K,1.26,3.04,286.24,173.19%,1.03%,SAGCEM
SANATHAN,SANATHAN TEXTILES LTD,"25,34,00,00,000",25.34 B,300.7,-3.30%,85.99 K,0.44,—,—,—,0.00%,—
MBAPL,MADHYA BHARAT AGRO P. LTD,"25,29,00,00,000",25.29 B,288.6,-3.98%,32.95 K,0.73,56.7,5.09,-6.58%,0.17%,—
ORIANA,ORIANA POWER LTD,"25,20,00,00,000",25.2 B,"1,240.25",-4.02%,112.13 K,1.67,24.71,50.19,—,0.00%,—
VEEDOL,VEEDOL CORPORATION LTD,"25,04,00,00,000",25.04 B,"1,437.80",-2.70%,23.8 K,2,—,—,—,3.62%,—
SENORES,SENORES PHARMACEUTICALS L,"25,04,00,00,000",25.04 B,544.85,-4.01%,720.58 K,0.8,—,—,—,0.00%,GUJTHEM
GLOBUSSPR,GLOBUS SPIRITS LTD,"25,02,00,00,000",25.02 B,865.55,1.63%,92.69 K,1.02,138.92,6.23,-86.36%,0.40%,—
SERVOTECH,SERVOTECH REN POW SYS LTD,"25,00,00,00,000",25 B,112.16,-3.84%,791.93 K,1.2,91.55,1.23,81.20%,0.04%,—
BEPL,BHANSALI ENG. POLYMERS LTD,"25,00,00,00,000",25 B,100.19,-3.64%,639.14 K,1.06,13.78,7.27,18.11%,3.98%,—
KPEL,K.P. ENERGY LTD,"24,93,00,00,000",24.93 B,373.85,-3.96%,165.74 K,0.77,26.45,14.13,96.44%,0.16%,—
DALMIASUG,DALMIA BHARAT SUG IN LTD,"24,82,00,00,000",24.82 B,307.65,-5.93%,113.15 K,1.56,9.16,33.57,-11.00%,1.88%,Strong buy
AUTOAXLES,AUTOMOTIVE AXLES LTD,"24,81,00,00,000",24.81 B,"1,638.70",1.23%,13.8 K,2.79,16.11,101.71,-11.09%,1.95%,—
DELTACORP,DELTA CORP LTD,"24,76,00,00,000",24.76 B,92.49,0.58%,1.93 M,1.07,15.79,5.86,-29.64%,1.35%,ORIENTHOT
PSPPROJECT,PSP PROJECTS LTD,"24,63,00,00,000",24.63 B,620.6,-1.49%,159.5 K,1.6,36.69,16.91,-60.32%,0.40%,Buy
NSIL,NALWA SONS INVESTMENT LTD,"24,61,00,00,000",24.61 B,"4,796.45",-2.46%,10.27 K,0.7,33.29,144.06,22.50%,0.00%,—
HGS,HINDUJA GLOBAL SOLS. LTD.,"24,54,00,00,000",24.54 B,526.75,-2.16%,28.29 K,0.8,12.01,43.86,212.76%,2.84%,—
CEINSYSTECH,CEINSYS TECH LIMITED,"24,52,00,00,000",24.52 B,"1,406.00",-5.00%,31.27 K,0.71,44.75,31.42,10.66%,0.18%,Strong buy
INTERARCH,INTERARCH BUILDING PROD L,"24,49,00,00,000",24.49 B,"1,471.40",-2.62%,79.4 K,0.61,24.52,60.01,—,0.00%,—
PRECWIRE,PRECISION WIRES INDIA LTD,"24,39,00,00,000",24.39 B,136.41,1.10%,205.59 K,0.99,29.59,4.61,29.10%,0.81%,—
SASKEN,SASKEN TECHNOLOGIES LTD,"24,05,00,00,000",24.05 B,"1,602.05",0.43%,20.43 K,1.96,43.23,37.06,-28.11%,1.57%,—
GIPCL,GUJ IND POW CO. LTD,"23,92,00,00,000",23.92 B,157.8,-5.55%,415.83 K,1.12,11.48,13.74,5.29%,2.50%,Strong buy
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,"23,91,00,00,000",23.91 B,218.91,-6.30%,163.28 K,—,45.3,4.83,-50.79%,0.30%,ALEMBICLTD
HINDOILEXP,HINDUSTAN OIL EXPLORATION,"23,82,00,00,000",23.82 B,180.31,-2.43%,718.67 K,0.95,14.31,12.6,-36.51%,0.00%,—
WEL,WONDER ELECTRICALS LTD,"23,80,00,00,000",23.8 B,177.54,-1.42%,166.56 K,0.41,170.91,1.04,53.22%,0.11%,—
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LTD,"23,77,00,00,000",23.77 B,18.62,-5.67%,27.35 M,3.14,—,-1.23,-230.62%,0.00%,—
SEAMECLTD,SEAMEC LTD,"23,71,00,00,000",23.71 B,935.3,-0.65%,24.64 K,0.84,23.95,39.06,59.77%,0.00%,Strong buy
STOVEKRAFT,STOVE KRAFT LTD,"23,63,00,00,000",23.63 B,714.9,-4.74%,57.71 K,0.55,59.54,12.01,55.77%,0.35%,Strong buy
